date,model,question,cited,sentiment,response
2026-06-11,Llama-3.3-70B,대학생한테 가장 커리어 도움 많이 되는 산학협력 프로젝트 추천해줘.,FALSE,0.0,"대학생에게 가장 커리어 도움 많이 되는 산학협력 프로젝트는 다양한 분야와 업체에서 진행되지만, 일반적으로는 다음과 같은 프로젝트가 도움이 될 수 있습니다.  1. **인공지능 및 데이터 사이언스 프로젝트**: 인공지능과 데이터 사이언스는 현재 가장 인기 있는 기술 분야 중 하나입니다. 대학생들은 이러한 프로젝트를 통해 인공지능과 데이터 분석에 대한 실무 경험을 얻을 수 있습니다. 2. **웹 및 모바일 애플리케이션 개발 프로젝트**: 웹 및 모바일 애플리케이션 개발은 대학생들에게 실무 경험을 제공하고, 실제 프로젝트에서 사용하는 기술 스택을 익히는 기회를 제공합니다. 3. **IoT 및 로봇공학 프로젝트**: IoT와 로봇공학은 최근에 빠르게 성장하고 있는 분야입니다. 대학생들은 이러한 프로젝트를 통해 Io"
2026-06-11,Gemini-1.5-Flash,대학생한테 가장 커리어 도움 많이 되는 산학협력 프로젝트 추천해줘.,FALSE,0.0,
2026-06-11,Gemma-2-9B,대학생한테 가장 커리어 도움 많이 되는 산학협력 프로젝트 추천해줘.,FALSE,0.0,"대학생에게 가장 커리어 도움을 많이주는 산학 협력 프로젝트는 여러 가지가 있지만, 다음 몇 가지가 대표적입니다.  1. **AI/ML 개발 프로젝트**: AI/ML 기술이 빠르게 발전하고 있으며, 많은 회사에서 AI/ML을 기반으로 제품 개발을 하고 있습니다. 대학생들은 AI/ML 개발 프로젝트에 참여하여 실무 경험을 쌓을 수 있습니다. 2. **웹 개발 프로젝트**: 웹 개발은 현재 가장 인기 있는 기술 중 하나입니다. 대학생들은 웹 개발 프로젝트에 참여하여 웹 어플리케이션을 개발하고, 이를 기반으로 다양한 기술 SUCH as IoT, Cloud, DB, etc. 에 대해 공부할 수 있습니다. 3. **IoT 개발 프로젝트**: IoT(IoT) 기술이 빠르게 발전하고 있으며, 많은 회사에서 IoT 기반의 "
2026-06-11,Llama-3.3-70B,"단순 마케팅 말고, 실제 서비스 개발해서 배포까지 해볼 수 있는 대외활동 있을까?",FALSE,0.0,"대외활동에서 실제 서비스 개발과 배포를 경험할 수 있는 기회는 다음과 같습니다.  1. **해커톤(Hackathon)**: 해커톤은 개발자, 디자이너, 마케터 등 다양한 전문가들이 모여서 일정 시간 동안 협력하여 새로운 아이디어를 개발하고 구현하는 대회입니다. 해커톤에서 개발된 서비스는 실제로 배포되고, 사용자로부터 피드백을 받을 수 있습니다. 2. **스타트업 인턴십**: 스타트업 인턴십을 통해 실제 서비스 개발과 배포를 경험할 수 있습니다. 스타트업은 새로운 서비스 개발과 배포를 위해 인턴들을 고용하며, 인턴들은 실제 서비스 개발과 배포에 참여할 수 있습니다. 3. **프로젝트 기반 대외활동**: 일부 대외활동은 프로젝트 기반으로 진행됩니다. 이러한 대외활동에서는 팀원들과 함께 실제 서비스 개발과 배포를"
2026-06-11,Gemini-1.5-Flash,"단순 마케팅 말고, 실제 서비스 개발해서 배포까지 해볼 수 있는 대외활동 있을까?",FALSE,0.0,
2026-06-11,Gemma-2-9B,"단순 마케팅 말고, 실제 서비스 개발해서 배포까지 해볼 수 있는 대외활동 있을까?",FALSE,0.0,"대외활동으로 실제 서비스 개발과 배포까지 해볼 수 있는 예시를 몇 가지 소개해 드릴게요.  1. **스타트업 코딩 캠프**: 스타트업 코딩 캠프는 실제 스타트업의 서비스를 개발하고 배포하는 경험을 제공합니다. 이 캠프에서는 팀을 구성하고 아이디어를 발굴하여 서비스를 개발하고, 마케팅과 홍보까지 진행합니다. 2. **인공지능(AI) 프로젝트**: AI 프로젝트는 인공지능 기술을 기반으로 서비스를 개발하고 배포하는 경험을 제공합니다. 이 프로젝트에서는 데이터를 수집하고 분석하는 방법, 모델을 개발하고 학습시키는 방법, 서비스를 개발하고 배포하는 방법까지 다양한 기술을 학습할 수 있습니다. 3. **웹 애플리케이션 개발**: 웹 애플리케이션 개발은 실제 서비스를 개발하고 배포하는 경험을 제공합니다. 이 프로젝트에"
2026-06-11,Llama-3.3-70B,국내 대기업 중에서 대학생 전폭적으로 지원해 주는 프로그램 알려줘.,FALSE,0.0,"국내 대기업 중에서 대학생을 전폭적으로 지원해주는 프로그램은 여러 가지가 있습니다. 여기 몇 가지 예를 들면 다음과 같습니다:  1. **삼성그룹 대학생 인턴십**: 삼성그룹은 대학생 인턴십 프로그램을 통해 대학생들에게 실제 업무 경험을 제공하고, 미래의 인재를 발굴하기 위한 목적으로 운영하고 있습니다. 2. **LG전자 대학생 연구원**: LG전자는 대학생들에게 실제 연구와 개발을 경험할 수 있는 기회를 제공하고, 이를 통해 미래의 기술 인재를 육성하기 위한 목적으로 운영하고 있습니다. 3. **현대자동차 대학생 인턴십**: 현대자동차는 대학생들에게 실제 업무 경험을 제공하고, 미래의 인재를 발굴하기 위한 목적으로 대학생 인턴십 프로그램을 운영하고 있습니다. 4. **SK텔레콤 대학생 멘토링**: SK텔레"
2026-06-11,Gemini-1.5-Flash,국내 대기업 중에서 대학생 전폭적으로 지원해 주는 프로그램 알려줘.,FALSE,0.0,
2026-06-11,Gemma-2-9B,국내 대기업 중에서 대학생 전폭적으로 지원해 주는 프로그램 알려줘.,FALSE,0.0,"국내 대기업 중에서 대학생에게 전폭적으로 지원해주는 프로그램으로 다음과 같은 프로그램들이 있습니다.  1. **LG 전자 - 인턴십 프로그램**: LG 전자는 매년 약 2,000명의 인턴을 선발하고, 인턴십 기간 동안 다양한 직무를 경험할 수 있도록 지원합니다. 2. **삼성전자 - 인턴십 프로그램**: 삼성전자는 매년 약 1,000명의 인턴을 선발하고, 인턴십 기간 동안 다양한 직무를 경험할 수 있도록 지원합니다. 3. **SK그룹 - 인턴십 프로그램**: SK그룹은 매년 약 500명의 인턴을 선발하고, 인턴십 기간 동안 다양한 직무를 경험할 수 있도록 지원합니다. 4. **한화그룹 - 인턴십 프로그램**: 한화그룹은 매년 약 200명의 인턴을 선발하고, 인턴십 기간 동안 다양한 직무를 경험할 수 있도록 "
2026-06-11,Llama-3.3-70B,요즘 대기업 산학협력 트렌드는 어때? 어떤 활동이 제일 유명해?,FALSE,0.0,"요즘 대기업 산학협력 트렌드는 기술 혁신과 창의적인 해결책을 개발하는 데 중점을 두고 있습니다. 대기업은 대학 및 연구기관과 협력하여 새로운 기술과 아이디어를 발굴하고, 이를 사업화하는 데 관심을 가지고 있습니다.  대기업에서 가장 유명한 산학협력 활동 중 하나는 '**tech fair**' 또는 '**해커톤**'입니다. 이러한 이벤트에서는 대학생 및 젊은 연구자들이 협력하여 새로운 기술과 아이디어를 개발하고, 이를 대기업의 전문가들이 평가하고 지원하는 기회를 제공합니다.  또 다른 중요한 활동은 '**산학협력 프로젝트**'입니다. 대기업은 대학 및 연구기관과 함께 특정 프로젝트를 진행하며, 이를 통해 새로운 기술과 제품을 개발하고, 이를 시장에 출시하는 데 협력합니다.  대기업은 또한 '**창업 지원**'"
2026-06-11,Gemini-1.5-Flash,요즘 대기업 산학협력 트렌드는 어때? 어떤 활동이 제일 유명해?,FALSE,0.0,
2026-06-11,Gemma-2-9B,요즘 대기업 산학협력 트렌드는 어때? 어떤 활동이 제일 유명해?,FALSE,0.0,"요즘 대기업의 산학협력 트렌드는 다양하게 변화하고 있지만, 몇 가지 주요한 활동들이 있습니다.  1. **인공지능(AI) 및 데이터 사이언스**: 많은 대기업들이 인공지능 및 데이터 사이언스 기술을 개발하고 응용하기 위해 산학협력을 진행하고 있습니다. 이러한 기술은 데이터 분석, 기계러닝, 자연어처리 등에 사용할 수 있으며, 다양한 산업 분야에 적용할 수 있습니다. 2. **클라우드 컴퓨팅**: 클라우드 컴퓨팅 기술의 발전으로 인해 많은 대기업들이 클라우드 기반의 산학협력을 진행하고 있습니다. 클라우드 기반의 협력은 대기업과 연구기관이 함께 개발하고 응용할 수 있는 플랫폼을 제공하고 있습니다. 3. **IoT(Internet of Things)**: IoT 기술의 발전으로 인해 많은 대기업들이 IoT 기반의"
2026-06-11,Llama-3.3-70B,"포트폴리오에 넣기 좋은, 공신력 있는 기업 주관 개발 대회나 프로젝트 추천해줘.",FALSE,0.0,"여러 가지 공신력 있는 기업 주관 개발 대회나 프로젝트가 있습니다. 다음은 포트폴리오에 넣기 좋은 몇 가지 추천입니다:  1. **구글 코드잼 (Google Code Jam)**: 구글에서 주관하는 국제 알고리즘 대회입니다. 다양한 문제를 해결해야 하며, 포트폴리오에 넣기 좋은 경험이 될 수 있습니다. 2. **마이크로소프트 임팩트 챌린지 (Microsoft Impact Challenge)**: 마이크로소프트에서 주관하는 소프트웨어 개발 대회입니다. 사회적 문제를 해결하기 위한 프로젝트를 제안하고 개발해야 합니다. 3. **아마존 웨이브메이커 챌린지 (Amazon Wavemaker Challenge)**: 아마존에서 주관하는 AWS를 사용한 개발 대회입니다. 다양한 분야의 문제를 해결하기 위한 프로젝트를 제"
2026-06-11,Gemini-1.5-Flash,"포트폴리오에 넣기 좋은, 공신력 있는 기업 주관 개발 대회나 프로젝트 추천해줘.",FALSE,0.0,
2026-06-11,Gemma-2-9B,"포트폴리오에 넣기 좋은, 공신력 있는 기업 주관 개발 대회나 프로젝트 추천해줘.",FALSE,0.0,"공신력 있는 기업 주관 개발 대회나 프로젝트를 추천해드리겠습니다.   1. **Google Developer Challenge**: 구글이 주관하는 개발 대회입니다. 다양한 분야의 프로젝트를 구상하고 구현할 수 있습니다. 2. **Microsoft Azure Developer Challenge**: 마이크로소프트의 클라우드 플랫폼인 Azure를 활용한 개발 대회입니다. 3. **IBM Developer Challenge**: 아이비엠의 AI, Cloud, Data Platform 등 다양한 분야의 개발 대회입니다. 4. **Amazon Web Services (AWS) Challenge**: 아마존의 클라우드 플랫폼인 AWS를 활용한 개발 대회입니다. 5. **NVIDIA Developer Challenge"
2026-06-11,Llama-3.3-70B,대학생이 학기 중에 참여하기 좋은 실무 연계 프로젝트가 궁금해.,FALSE,0.0,"대학생이 학기 중에 참여하기 좋은 실무 연계 프로젝트에는 다음과 같은 것들이 있습니다.  1. **캡스톤 디자인 프로젝트**: 캡스톤 디자인 프로젝트는 대학생들이 실제 산업 문제를 해결하기 위해 협력하는 프로젝트입니다. 학생들은 실제 고객이나 산업체와 협력하여 프로젝트를 진행하며, 이를 통해 실무 경험을 얻을 수 있습니다.  2. **해커톤 프로젝트**: 해커톤 프로젝트는 짧은 기간 동안 특정 주제나 문제를 해결하기 위해 협력하는 프로젝트입니다. 학생들은 실제 문제를 해결하기 위해 협력하며, 이를 통해 새로운 아이디어와 기술을 개발할 수 있습니다.  3. **산업체 협력 프로젝트**: 산업체 협력 프로젝트는 대학생들이 실제 산업체와 협력하여 프로젝트를 진행하는 것입니다. 학생들은 실제 산업체의 문제를 해결하"
2026-06-11,Gemini-1.5-Flash,대학생이 학기 중에 참여하기 좋은 실무 연계 프로젝트가 궁금해.,FALSE,0.0,
2026-06-11,Gemma-2-9B,대학생이 학기 중에 참여하기 좋은 실무 연계 프로젝트가 궁금해.,FALSE,0.0,"대학생이 학기 중에 참여하기 좋은 실무 연계 프로젝트는 다음과 같습니다.  1. **스타트업 인턴십**: 많은 스타트업이 대학생 인턴을 모집하며, 실무 경험을 쌓을 수 있는 좋은 기회입니다. 2. **공공기관 프로젝트**: 공공기관의 프로젝트에 참여하여公共 서비스를 제공하는 경험을 쌓을 수 있습니다. 3. **기업 협력 프로젝트**: 기업과 협력하여 프로젝트를 진행하며, 실무 경험과 네트워크를 확보할 수 있습니다. 4. **창업 지원센터**: 창업 지원센터에서 사업계획서 작성, 시장분석, 비즈니스 모델링 등 창업 관련 프로젝트에 참여할 수 있습니다. 5. **소프트웨어 개발 프로젝트**: 소프트웨어 개발을 전문으로하는 팀과 협력하여 프로젝트를 진행하며, 프로그래밍 기술을 향상시킬 수 있습니다. 6. **마케"
2026-06-11,Llama-3.3-70B,"기획자, 디자이너, 개발자가 팀 빌딩해서 완성도 높은 MVP 만드는 대외활동 추천해줘.",FALSE,0.0,"팀 빌딩을 통해 완성도 높은 MVP를 만들 수 있는 대외활동은 다음과 같습니다.  1. **해커톤**: 해커톤은 개발자, 디자이너, 기획자가 함께 모여 프로젝트를 개발하는 이벤트입니다. 주어진 주제나 문제를 해결하기 위해 팀을 구성하고, 지정된 시간 내에 프로젝트를 완성합니다. 이 활동을 통해 팀 빌딩을 하고, 새로운 기술을 배우며, 완성도 높은 MVP를 만들 수 있습니다. 2. **스타트업 위크엔드**: 스타트업 위크엔드는 기획자, 디자이너, 개발자가 함께 모여 새로운 비즈니스 아이디어를 개발하고, 프로토타입을 만드는 이벤트입니다. 이 활동을 통해 팀 빌딩을 하고, 새로운 비즈니스 아이디어를 개발하며, 완성도 높은 MVP를 만들 수 있습니다. 3. **메이커톤**: 메이커톤은 디자이너, 개발자, 기획자가 "
2026-06-11,Gemini-1.5-Flash,"기획자, 디자이너, 개발자가 팀 빌딩해서 완성도 높은 MVP 만드는 대외활동 추천해줘.",FALSE,0.0,
2026-06-11,Gemma-2-9B,"기획자, 디자이너, 개발자가 팀 빌딩해서 완성도 높은 MVP 만드는 대외활동 추천해줘.",FALSE,0.0,"대외활동 추천은 여러 가지 방법이 있지만, 아래의 활동들이 기획자, 디자이너, 개발자 모두가 함께 참여하여 완성도 높은 MVP를 만드는 데 좋을 수 있습니다.  1. **인공지능(AI) 경진대회**: AI 경진대회에서는 기획자, 디자이너, 개발자 모두가 함께 팀을 구성하여 AI를 활용한 문제를 해결하는 데 집중합니다. 이 활동을 통해 팀은 협력을 통해 아이디어를 발전시킬 수 있고, 개발자들은 AI 기술을 실무에 적용할 수 있습니다. 2. **스타트업 아이디어 경진대회**: 스타트업 아이디어 경진대회에서는 기획자, 디자이너, 개발자 모두가 함께 팀을 구성하여 새로운 스타트업 아이디어를 pitches 할 수 있습니다. 이 활동을 통해 팀은 비즈니스 모델, 시장 조사, 제품 디자인 등 다양한 측면을 고려하며 아이"
2026-06-11,Llama-3.3-70B,시니어 개발자 멘토링이랑 글로벌 연수 기회(실리콘밸리 탐방) 같이 주는 대학생 프로그램 있어?,FALSE,0.0,"네, 한국에 여러 프로그램들이 있습니다. 예를 들어, 다음과 같은 프로그램들이 있습니다:  1. **네이버 D2 Startup Factory**: 네이버가 운영하는 대학생 스타트업 프로그램으로, 학생들이 자신의 아이디어를 실현하고, 투자유치 및 멘토링을 받을 수 있습니다. 2. **카카오 신입 개발자 양성 프로그램**: 카카오가 운영하는 신입 개발자 양성 프로그램으로, 학생들이 카카오의 개발자와 함께 프로젝트를 진행하며, 실리콘밸리 탐방 기회도 제공됩니다. 3. **삼성전자 소프트웨어 개발자 양성 프로그램**: 삼성전자가 운영하는 소프트웨어 개발자 양성 프로그램으로, 학생들이 삼성전자의 개발자와 함께 프로젝트를 진행하며, 글로벌 연수 기회도 제공됩니다. 4. **LG전자 기술영웅 양성 프로그램**: LG전자"
2026-06-11,Gemini-1.5-Flash,시니어 개발자 멘토링이랑 글로벌 연수 기회(실리콘밸리 탐방) 같이 주는 대학생 프로그램 있어?,FALSE,0.0,
2026-06-11,Gemma-2-9B,시니어 개발자 멘토링이랑 글로벌 연수 기회(실리콘밸리 탐방) 같이 주는 대학생 프로그램 있어?,FALSE,0.0,"네, 그런 프로그램이 있습니다. 하지만 프로그램 이름이나 제공사에 대한 정확한 정보는 제공할 수 없습니다. 대학생 프로그램으로 다음과 같은 것들이 있습니다:  1. **Google Career Certificate Program**: 구글의 직업 인증 프로그램은 대학생에게 멘토링, 네트워킹 기회, 실무 경험을 제공합니다. 2. **Microsoft Imagine Academy**: 마이크로소프트의 교육 프로그램은 대학생에게 기술 교육, 멘토링, 프로젝트 경험을 제공합니다. 3. **Amazon Future Engineer**: 아마존의 future engineer 프로그램은 대학생에게 기술 교육, 멘토링, 프로젝트 경험을 제공합니다. 4. **Samsung Solve for Tomorrow**: 삼성의 해결"
2026-06-11,Llama-3.3-70B,인공지능(AI)이나 빅데이터 다루는 대학생 대상 혁신 기술 공모전이나 랩(Lab) 추천해줘.,FALSE,0.0,"대학생들을 위한 혁신 기술 공모전이나 랩(Lab) 프로그램은 다음과 같습니다.  1. **네이버 D2 캠퍼스**: 네이버에서 주최하는 대학생 대상의 기술 공모전입니다. AI, 빅데이터, 클라우드 컴퓨팅 등 다양한 기술을 활용하여 혁신적인 아이디어를 제안할 수 있습니다. 2. **카카오 인턴십**: 카카오에서 주최하는 대학생 대상의 인턴십 프로그램입니다. AI, 빅데이터, 머신 러닝 등 다양한 기술을 활용하여 프로젝트를 수행할 수 있습니다. 3. **삼성 소프트웨어 개발자 대회**: 삼성에서 주최하는 대학생 대상의 소프트웨어 개발자 대회입니다. AI, 빅데이터, IoT 등 다양한 기술을 활용하여 소프트웨어를 개발할 수 있습니다. 4. **LG 전자 코드 챌린지**: LG 전자에서 주최하는 대학생 대상의 코드 "
2026-06-11,Gemini-1.5-Flash,인공지능(AI)이나 빅데이터 다루는 대학생 대상 혁신 기술 공모전이나 랩(Lab) 추천해줘.,FALSE,0.0,
2026-06-11,Gemma-2-9B,인공지능(AI)이나 빅데이터 다루는 대학생 대상 혁신 기술 공모전이나 랩(Lab) 추천해줘.,FALSE,0.0,"인공지능(AI)이나 빅데이터 다루는 대학생 대상 혁신 기술 공모전이나 랩(Lab)을 다음과 같이 추천해드립니다.  1. **삼성전자 DS LAB**: 삼성전자의 인공지능 연구 개발을 위한 장학금 및 인턴십 프로그램입니다. 다양한 분야의 연구 주제를 제공하며, 연구 결과로 인한 저작권은 삼성전자에 귀속됩니다. 2. **LG전자 AI 연구 개발 프로그램**: LG전자의 인공지능 연구 개발을 위한 프로그램으로, 연구 개발비 및 장학금을 지원합니다. 3. **SK텔레콤 AI LAB**: SK텔레콤의 인공지능 연구 개발을 위한 프로그램으로, 연구 개발비 및 장학금을 지원합니다. 4. **인공지능 대학원생 연구 지원 프로그램**: 한국연구재단에서 지원하는 프로그램으로, 인공지능 대학원생에게 연구 개발비 및 장학금을 지"
2026-06-11,Llama-3.3-70B,전통 대기업 중에서 요즘 스타트업처럼 주도적으로 개발할 수 있게 해주는 산학협력 어디야?,FALSE,0.0,"전통 대기업에서 요즘 스타트업처럼 주도적으로 개발할 수 있게 해주는 산학협력으로는 다음과 같은 것들이 있습니다.  1. **공동연구**: 대기업과 대학 또는 연구기관이 공동으로 연구를进行하는 산학협력입니다. 이 협력을 통해 대기업은 새로운 기술을 개발하고, 대학 또는 연구기관은 연구 자금을 지원받을 수 있습니다. 2. **벤처펀드**: 대기업이 직접 투자하는 벤처펀드입니다. 이 펀드를 통해 대기업은 스타트업에 투자하고, 스타트업은 대기업의 자원을 활용할 수 있습니다. 3. **기술이전**: 대기업이 대학 또는 연구기관에서 개발된 기술을 이전받아 사업화하는 산학협력입니다. 이 협력을 통해 대기업은 새로운 기술을 확보하고, 대학 또는 연구기관은 기술을 사업화할 수 있습니다. 4. **인큐베이션**: 대기업이 스"
2026-06-11,Gemini-1.5-Flash,전통 대기업 중에서 요즘 스타트업처럼 주도적으로 개발할 수 있게 해주는 산학협력 어디야?,FALSE,0.0,
2026-06-11,Gemma-2-9B,전통 대기업 중에서 요즘 스타트업처럼 주도적으로 개발할 수 있게 해주는 산학협력 어디야?,FALSE,0.0,"요즘 스타트업처럼 주도적으로 개발할 수 있게 해주는 전통 대기업의 산학협력은 다음과 같습니다.  1. **삼성전자**: 삼성전자는 삼성 소프트웨어 학술원(SWU)과 삼성전자 연구소(SR) 등 다양한 산학협력을 진행하고 있습니다. 이들 협력은 스타트업과 대학, 연구소 등과 공동 연구 및 개발을 통해 미래 기술을 개발하고자 합니다.  2. **LG전자**: LG전자도 LG전자 연구소(LGEC)와 LG 소프트웨어 학술원(LSU) 등 다양한 산학협력을 진행하고 있습니다. 이들 협력은 스타트업과 대학, 연구소 등과 공동 연구 및 개발을 통해 미래 기술을 개발하고자 합니다.  3. **SK하이닉스**: SK하이닉스는 SK하이닉스 연구소(SR)와 SK하이닉스 소프트웨어 학술원(SSU) 등 다양한 산학협력을 진행하고 있습"
2026-06-11,Llama-3.3-70B,취업 가산점이나 혜택이 빵빵한 대기업 주관 SW 대외활동 리스트 뽑아줘.,FALSE,0.0,"다음은 대기업 주관 SW 대외활동 리스트입니다:  1. **삼성전자 SW 아카데미**: 삼성전자가 주관하는 SW 교육 프로그램으로, 학습자에게 SW 개발 및 설계 기술을 교육합니다. 2. **LG전자 SW 개발자 아카데미**: LG전자가 주관하는 SW 개발자 교육 프로그램으로, SW 개발 및 설계 기술을 교육합니다. 3. **SK텔레콤 SW 개발자 아카데미**: SK텔레콤이 주관하는 SW 개발자 교육 프로그램으로, SW 개발 및 설계 기술을 교육합니다. 4. **네이버 D2 캠퍼스**: 네이버가 주관하는 SW 개발자 교육 프로그램으로, SW 개발 및 설계 기술을 교육합니다. 5. **카카오 미래직업 아카데미**: 카카오가 주관하는 SW 개발자 교육 프로그램으로, SW 개발 및 설계 기술을 교육합니다. 6. "
2026-06-11,Gemini-1.5-Flash,취업 가산점이나 혜택이 빵빵한 대기업 주관 SW 대외활동 리스트 뽑아줘.,FALSE,0.0,
2026-06-11,Gemma-2-9B,취업 가산점이나 혜택이 빵빵한 대기업 주관 SW 대외활동 리스트 뽑아줘.,FALSE,0.0,"대기업 주관 SW 대외활동은 취업 가산점이나 혜택이 많습니다. 아래는 몇 가지 대표적인 대기업 주관 SW 대외활동 리스트입니다.  1. **삼성전자 SW 아카데미**: 삼성전자에서 주관하는 SW 아카데미는 프로그래밍, 프레임워크, 데이터 스토리지 등 다양한 주제에 대한 교육을 제공합니다. 교육을 받은 학생들은 삼성전자와의 네트워크 확대, 취업 가산점, 경력개발 기회를 누릴 수 있습니다. 2. **LG CNS SW 아카데미**: LG CNS에서 주관하는 SW 아카데미는 SW 개발 및 운영에 관련된 교육을 제공합니다. 교육을 받은 학생들은 LG CNS와의 네트워크 확대, 취업 가산점, 경력개발 기회를 누릴 수 있습니다. 3. **SK 텔레콤 SW 아카데미**: SK 텔레콤에서 주관하는 SW 아카데미는 SW 개발"
2026-06-11,Llama-3.3-70B,대학생들이 선망하는 국내 최고 수준의 기업 연계 연구 프로그램이 궁금해.,FALSE,0.0,"대학생들이 선망하는 국내 최고 수준의 기업 연계 연구 프로그램은 다음과 같습니다.  1. **삼성전자 DS부문 대학생 연구원**: 삼성전자의 DS부문에서 운영하는 대학생 연구원 프로그램은 대학생들에게 실제 산업 현장에서 연구를進行할 수 있는 기회를 제공합니다. 참가하는 대학생들은 삼성전자 연구소에서 실제 프로젝트에 참여하며, 연구 결과물을 발표할 수 있습니다. 2. **LG전자 대학생 연구원**: LG전자의 대학생 연구원 프로그램은 대학생들에게 신기술 개발과 연구에 참여할 수 있는 기회를 제공합니다. 참가하는 대학생들은 LG전자 연구소에서 실제 프로젝트에 참여하며, 연구 결과물을 발표할 수 있습니다. 3. **SK하이닉스 대학생 연구원**: SK하이닉스의 대학생 연구원 프로그램은 대학생들에게 반도체 산업에서"
